person_id,loan_id,cb_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_id,cb_person_default_on_file,cb_person_cred_hist_length
JFM5XBYk-asRK,yplBLntZ-6swx,exyHD1n2-yI7X,JFM5XBYk-asRK,25,100505,Own,9,yplBLntZ-6swx,Homeimprovement,B,35000,11.99,0,0.35,exyHD1n2-yI7X,N,3
RfzauctK-EsDd,zK3at60U-DBQS,xf9lwaj2-rAJd,RfzauctK-EsDd,23,60000,Rent,4,zK3at60U-DBQS,Personal,B,12500,10.25,0,0.21,xf9lwaj2-rAJd,N,3
GH9CPOD5-7dBt,xRir04Uh-zdr1,hQfyHBcU-gAzv,GH9CPOD5-7dBt,24,14400,Rent,NULL,xRir04Uh-zdr1,Medical,D,3825,NULL,1,0.27,hQfyHBcU-gAzv,N,2
dICWZwXZ-WEYM,jcx9ep98-T2vO,D0NBN9PM-IOJ3,dICWZwXZ-WEYM,25,19200,,5,jcx9ep98-T2vO,Homeimprovement,B,16000,12.73,0,NULL,D0NBN9PM-IOJ3,N,3
sHEz4Una-8rat,ZhXPQeJa-LB2i,IIgy0sn1-50c5,sHEz4Una-8rat,27,65000,,11,ZhXPQeJa-LB2i,Personal,A,1500,12.42,0,NULL,IIgy0sn1-50c5,N,2
XZKGyTZt-iCtx,ySCj4LB2-DO8v,pSaP7p9S-SfBr,XZKGyTZt-iCtx,24,72000,Rent,8,ySCj4LB2-DO8v,Education,A,14000,7.9,0,0.19,pSaP7p9S-SfBr,N,4
GloSlAMT-C81x,NdSTX5nO-3JxU,DvZ6Loe5-5cou,GloSlAMT-C81x,37,94000,Rent,0,NdSTX5nO-3JxU,Homeimprovement,C,25000,13.11,1,0.27,DvZ6Loe5-5cou,N,16
uxeuJoCJ-Lxh1,sGUueWJp-hllY,CKkwfMGA-6lqD,uxeuJoCJ-Lxh1,35,33996,Rent,2,sGUueWJp-hllY,Medical,D,3600,16.32,1,0.11,CKkwfMGA-6lqD,N,5
DMpsE20l-tAbF,Aj3Y6TL8-HJNe,AtTKhDPZ-i1ei,DMpsE20l-tAbF,22,70550,Rent,6,Aj3Y6TL8-HJNe,Medical,D,15000,16.77,1,0.18,AtTKhDPZ-i1ei,Y,2
ccjNJwBf-7paG,CAypU2rn-T1Jj,67uJhhrx-mTOv,ccjNJwBf-7paG,24,24000,Rent,8,CAypU2rn-T1Jj,Debtconsolidation,B,4750,10.62,0,0.2,67uJhhrx-mTOv,N,3
YlE6rhyo-SHQY,uikWOJtc-FZii,4iU0jnQt-mQ8q,YlE6rhyo-SHQY,23,48000,Own,5,uikWOJtc-FZii,Venture,B,2550,11.86,0,0.05,4iU0jnQt-mQ8q,N,3
4wRaSHcL-jIK0,AaCsE9rD-Ye1w,iT2liaf9-IcDW,4wRaSHcL-jIK0,25,60000,Rent,6,AaCsE9rD-Ye1w,Venture,B,2400,11.49,0,0.04,iT2liaf9-IcDW,N,3
3BRZm3Pa-rBXf,k5sOPCgY-3eZd,QhZbRhQo-aCHa,3BRZm3Pa-rBXf,31,82000,Mortgage,15,k5sOPCgY-3eZd,Homeimprovement,A,9000,5.42,0,0.11,QhZbRhQo-aCHa,N,9
jdCrTW92-KLx5,b6d4CCuF-TtAc,HfXSZF1H-S50o,jdCrTW92-KLx5,32,58000,Own,3,b6d4CCuF-TtAc,Venture,C,8000,13.85,0,0.14,HfXSZF1H-S50o,N,10
KfctaeZN-cXt3,qHTLfIU9-BceL,QsiFiJGu-jOqT,KfctaeZN-cXt3,36,69000,Rent,20,qHTLfIU9-BceL,Venture,C,35000,NULL,1,0.51,QsiFiJGu-jOqT,N,15
OxzP5TOd-h4ZW,suHX5yQD-Eska,BvgupDlF-CwXi,OxzP5TOd-h4ZW,23,82000,Rent,2,suHX5yQD-Eska,Debtconsolidation,B,20900,12.69,0,0.25,BvgupDlF-CwXi,N,2
PM5OgKMI-3LqU,dBg3XJOd-t6W6,NHGivGc3-prCs,PM5OgKMI-3LqU,21,42000,Rent,5,dBg3XJOd-t6W6,Education,D,13000,15.31,1,0.31,NHGivGc3-prCs,N,3
ybv1xAv6-8m8N,itFpT14L-8Z3x,2R3qkQ4W-t0xA,ybv1xAv6-8m8N,41,87000,Mortgage,4,itFpT14L-8Z3x,Personal,D,9000,16,0,0.1,2R3qkQ4W-t0xA,N,12
y8Irx1xG-omFN,byBQZGEl-4KXc,6G4lvumH-ttGC,y8Irx1xG-omFN,31,10200,Rent,NULL,byBQZGEl-4KXc,Medical,D,1000,NULL,1,0.1,6G4lvumH-ttGC,Y,10
SjDGGiWH-Rt1I,hxM3G6qx-G26p,9BkYDvkI-aYtQ,SjDGGiWH-Rt1I,23,90000,Mortgage,4,hxM3G6qx-G26p,Medical,B,4800,10.36,0,0.05,9BkYDvkI-aYtQ,N,4
j9JYgSXs-UvrU,qPOsXjhI-YnFg,km1hoqlg-yI0o,j9JYgSXs-UvrU,22,25000,Rent,1,qPOsXjhI-YnFg,Education,B,2050,10.59,0,0.08,km1hoqlg-yI0o,N,3
0eJLO9x8-89WY,tsROStpp-fPHz,JEoHz1PR-FTGZ,0eJLO9x8-89WY,30,42600,Rent,13,tsROStpp-fPHz,Venture,B,12000,11.71,0,0.28,JEoHz1PR-FTGZ,N,8
RcmlGbfM-mOxq,3x9kPLDQ-mfCu,MsEH6xtp-WT9a,RcmlGbfM-mOxq,31,200000,Rent,5,3x9kPLDQ-mfCu,Homeimprovement,B,15000,11.36,0,0.07,MsEH6xtp-WT9a,N,8
GkpHaGZW-uE9c,fgXP8RIO-lsXH,T4p7kMAl-5Z9a,GkpHaGZW-uE9c,37,50000,Mortgage,4,fgXP8RIO-lsXH,Education,A,2325,6.99,0,0.05,T4p7kMAl-5Z9a,N,17
D4KeRB2u-ubZ1,iUhLb1JE-A8eg,E7gEoJ6K-TTWt,D4KeRB2u-ubZ1,29,35000,Rent,1,iUhLb1JE-A8eg,Medical,A,5000,NULL,0,0.14,E7gEoJ6K-TTWt,N,9
g6Zbe5GH-KExK,I65aJMU9-Mqn0,z1qXPfkJ-X2Ha,g6Zbe5GH-KExK,34,37000,Rent,2,I65aJMU9-Mqn0,Medical,D,16000,12.99,1,0.43,z1qXPfkJ-X2Ha,Y,9
bfZtNHoy-bmRt,z7FPWO9m-4ubE,MSdExkyx-elOm,bfZtNHoy-bmRt,32,230000,Rent,16,z7FPWO9m-4ubE,Homeimprovement,A,35000,NULL,0,0.15,MSdExkyx-elOm,N,9
hq0EgrWZ-k1dN,mt9xPcmL-zTwm,Pwn4EIS3-lik0,hq0EgrWZ-k1dN,26,55000,Mortgage,2,mt9xPcmL-zTwm,Medical,A,11300,7.29,0,0.21,Pwn4EIS3-lik0,N,4
RoePdnzs-FUs2,7OYdYBxn-zR72,9yRf71Gz-C5L8,RoePdnzs-FUs2,26,58000,Mortgage,0,7OYdYBxn-zR72,Venture,B,11600,11.99,0,0.2,9yRf71Gz-C5L8,N,3
gy68hwtm-wrkk,Ae0WC4q6-tHoj,cPbWdDIh-MDgD,gy68hwtm-wrkk,21,35000,Rent,5,Ae0WC4q6-tHoj,Venture,C,7000,11.34,0,0.2,cPbWdDIh-MDgD,Y,3
wJb5l1fM-f37n,kfNOaOSc-oCg7,LnftyE45-QPqC,wJb5l1fM-f37n,22,68000,Mortgage,6,kfNOaOSc-oCg7,Education,A,16000,7.9,0,0.24,LnftyE45-QPqC,N,3
UdIG3H7m-Rmg3,bpbkJsfO-xbSZ,dECEoLJW-rSGn,UdIG3H7m-Rmg3,30,36000,Mortgage,2,bpbkJsfO-xbSZ,Debtconsolidation,B,13500,9.91,0,0.38,dECEoLJW-rSGn,N,5
yXmjwJrO-EUJW,0qDeGxed-OfHH,2z7OTipw-hWI6,yXmjwJrO-EUJW,35,21600,Rent,1,0qDeGxed-OfHH,Education,C,2500,14.35,0,0.12,2z7OTipw-hWI6,Y,8
ltIsHun6-DaLN,PmrbvAXy-mxuR,eEEgezAG-vJKG,ltIsHun6-DaLN,29,79200,Mortgage,NULL,PmrbvAXy-mxuR,Debtconsolidation,A,8000,5.42,0,0.1,eEEgezAG-vJKG,N,5
qoTv4GdH-N6QH,x8OdsZxO-t0Zr,QrjeHx1E-sMgH,qoTv4GdH-N6QH,27,79200,Own,1,x8OdsZxO-t0Zr,Homeimprovement,E,15000,17.14,0,0.19,QrjeHx1E-sMgH,N,8
W6lH6zPQ-f6Gc,s32BXjvN-8b3H,pZsmxi3h-5lEL,W6lH6zPQ-f6Gc,40,187000,Mortgage,0,s32BXjvN-8b3H,Debtconsolidation,A,10000,7.9,0,0.05,pZsmxi3h-5lEL,N,17
EfpEloyI-lQE0,wL5P5K7E-QTQZ,9sQS9R1F-vR2Q,EfpEloyI-lQE0,22,52000,Mortgage,5,wL5P5K7E-QTQZ,Venture,C,3000,14.35,0,0.06,9sQS9R1F-vR2Q,N,2
ZzvFD4Y8-MTdZ,Je2pxlx1-cLxT,YfBhs8aE-Q0H5,ZzvFD4Y8-MTdZ,28,82500,Rent,4,Je2pxlx1-cLxT,Venture,E,11000,16.35,0,0.13,YfBhs8aE-Q0H5,N,8
UitOtlea-HcGx,nKRIvuTG-Hchq,L5v19JTN-x6ia,UitOtlea-HcGx,22,60000,Mortgage,6,nKRIvuTG-Hchq,Debtconsolidation,B,3950,10.65,0,0.07,L5v19JTN-x6ia,N,4
9cWwadqz-klvR,OKzF3ThW-ezuA,g5jYtNuv-DjyL,9cWwadqz-klvR,40,115000,Mortgage,16,OKzF3ThW-ezuA,Homeimprovement,B,10000,11.11,1,0.09,g5jYtNuv-DjyL,N,11
KwAA3YI5-9p6L,Jxd88oLB-4JpT,Pzp6OMUH-xqlv,KwAA3YI5-9p6L,26,59000,Mortgage,4,Jxd88oLB-4JpT,Education,B,3500,10.99,0,0.06,Pzp6OMUH-xqlv,N,2
F6A3W6vF-uash,QjmCoqEG-4bKE,ZdrXsT2r-KeB0,F6A3W6vF-uash,30,42000,Rent,0,QjmCoqEG-4bKE,Venture,B,1850,11.99,0,0.04,ZdrXsT2r-KeB0,N,5
Mg19xvPX-fLRu,EZHBR3I6-3uA1,myvhmvPx-UKbN,Mg19xvPX-fLRu,25,34000,Rent,NULL,EZHBR3I6-3uA1,Homeimprovement,A,4000,NULL,1,0.12,myvhmvPx-UKbN,N,2
woJ6GbvG-3MII,L43atmtW-dJXY,4BH76QC2-Y14c,woJ6GbvG-3MII,27,37200,Rent,0,L43atmtW-dJXY,Medical,C,13500,10.78,1,0.36,4BH76QC2-Y14c,N,6
syFFB2n6-R7tS,4ufnZ6nt-Xwva,hRxgY0dM-mXvb,syFFB2n6-R7tS,27,73200,Mortgage,5,4ufnZ6nt-Xwva,Personal,B,18000,10.99,0,0.25,hRxgY0dM-mXvb,N,8
U96kyUSt-5zP8,UWQ8fXw3-UEos,Lxjf4iZA-kqH2,U96kyUSt-5zP8,23,60000,Mortgage,7,UWQ8fXw3-UEos,Education,A,10750,7.88,0,0.18,Lxjf4iZA-kqH2,N,3
UNonkO6U-K1fj,Tygs3qR3-15iF,z07sBbpg-nsGg,UNonkO6U-K1fj,23,30000,Rent,0,Tygs3qR3-15iF,Venture,B,7000,12.69,0,0.23,z07sBbpg-nsGg,N,2
9wlJOeGT-StHM,7uKsvPu2-fNjw,deRxi7Q1-ng8X,9wlJOeGT-StHM,31,100000,Mortgage,11,7uKsvPu2-fNjw,Homeimprovement,A,8000,6.99,0,0.08,deRxi7Q1-ng8X,N,7
q1I3z0BK-mZrp,ZiPyITUI-Wg3o,6ZGr8e0h-3slA,q1I3z0BK-mZrp,21,10000,Rent,0,ZiPyITUI-Wg3o,Personal,D,5000,12.17,1,0.5,6ZGr8e0h-3slA,Y,2
n6whKREp-Z8cg,Ws4ZbFiw-KIHD,urZgUIIN-Sowt,n6whKREp-Z8cg,22,36000,Mortgage,2,Ws4ZbFiw-KIHD,Personal,A,12000,7.51,0,0.33,urZgUIIN-Sowt,N,4
EgfDl4Cm-wyIc,woCECXsm-JqOj,G76Fv6mw-ayuA,EgfDl4Cm-wyIc,29,60000,Rent,0,woCECXsm-JqOj,Venture,A,4000,7.88,0,0.07,G76Fv6mw-ayuA,N,5
cFpz2thZ-bXtH,pHalaEQc-xSMa,xHCwSOSc-Ce8C,cFpz2thZ-bXtH,29,69000,Mortgage,5,pHalaEQc-xSMa,Homeimprovement,A,14000,7.51,0,0.2,xHCwSOSc-Ce8C,N,5
MSEbKSQU-rKmu,ck3L3kbQ-Aa1s,MlB8NUBT-QYLD,MSEbKSQU-rKmu,36,70000,Mortgage,2,ck3L3kbQ-Aa1s,Personal,A,11000,7.51,0,0.16,MlB8NUBT-QYLD,N,12
4KsZT072-yMJL,SOnNaXkD-tkeo,rg959wrX-xgTd,4KsZT072-yMJL,29,36000,Own,4,SOnNaXkD-tkeo,Homeimprovement,A,5300,7.14,0,0.15,rg959wrX-xgTd,N,6
lAXhoY5h-SXQS,fyXnNIxK-YPQ5,81Mh7lj4-HZwY,lAXhoY5h-SXQS,26,38400,Rent,7,fyXnNIxK-YPQ5,Personal,C,3200,13.49,0,0.08,81Mh7lj4-HZwY,N,2
BNWCgE9o-F0c7,yHRGn6H8-BWBD,2eY1Atge-19Ro,BNWCgE9o-F0c7,21,52000,Own,1,yHRGn6H8-BWBD,Education,B,13200,12.42,0,0.25,2eY1Atge-19Ro,N,2
oWaLoETW-bIGt,bWYnhoef-XrmC,hwSloXEo-c3sz,oWaLoETW-bIGt,25,51996,Mortgage,6,bWYnhoef-XrmC,Venture,C,7000,NULL,0,0.13,hwSloXEo-c3sz,N,3
RINyBzUf-hH2K,2rK64RGH-bYHQ,DL7lIYqD-veSb,RINyBzUf-hH2K,25,48500,Other,1,2rK64RGH-bYHQ,Education,E,19500,15.57,1,0.4,DL7lIYqD-veSb,N,4
6Hxgilvj-AyGo,N1Q5EGwl-BoFM,CSXhWG1f-fHLS,6Hxgilvj-AyGo,26,87996,Mortgage,3,N1Q5EGwl-BoFM,Debtconsolidation,A,8000,6.91,0,0.09,CSXhWG1f-fHLS,N,3
43k2eQwP-Ysd0,PirY4qdR-X5GM,Q0up0tps-PGEt,43k2eQwP-Ysd0,21,30000,Rent,1,PirY4qdR-X5GM,Venture,C,6000,13.16,1,0.2,Q0up0tps-PGEt,N,4
7bHEWby8-pWIG,h1NZkcSL-wmt0,2OJZ9i7r-vGR7,7bHEWby8-pWIG,28,55000,Rent,1,h1NZkcSL-wmt0,Medical,A,10000,9.32,0,0.18,2OJZ9i7r-vGR7,N,8
HeLtDI9C-zmEz,nwI3nmk5-7MNW,D0l4HRcI-8J3d,HeLtDI9C-zmEz,23,27000,Rent,6,nwI3nmk5-7MNW,Medical,B,10000,10.65,1,0.37,D0l4HRcI-8J3d,N,3
9SyBHimJ-kwOF,1HO2Lk9s-rhr2,1dThpm56-pLGJ,9SyBHimJ-kwOF,25,55044,Rent,4,1HO2Lk9s-rhr2,Venture,E,18250,17.56,1,0.33,1dThpm56-pLGJ,N,2
c8SdIG12-jqjN,dvnMlrqn-NF5g,cgGZxYWE-xSvl,c8SdIG12-jqjN,29,42000,Mortgage,5,dvnMlrqn-NF5g,Medical,C,2500,13.98,0,0.06,cgGZxYWE-xSvl,N,8
b5XsbOCQ-U52G,ONhE2TAd-Xvco,bXH7xIB2-gPmy,b5XsbOCQ-U52G,23,40000,Rent,7,ONhE2TAd-Xvco,Education,D,9250,16.07,0,0.23,bXH7xIB2-gPmy,N,2
SeNcBcQr-KTTm,PcXHcbuQ-FgJy,9rRqG4Tf-4ktx,SeNcBcQr-KTTm,22,65000,Rent,6,PcXHcbuQ-FgJy,Personal,A,16000,7.88,0,0.25,9rRqG4Tf-4ktx,N,3
6M4tYs39-w7Wf,l0tN0eDF-PCYG,2WMWNol8-CZQS,6M4tYs39-w7Wf,27,58000,Mortgage,9,l0tN0eDF-PCYG,Debtconsolidation,C,6500,13.98,0,0.11,2WMWNol8-CZQS,Y,8
E2OcAuzp-dA2o,A9FCFMHc-HQkc,6ZTILaFz-4DGN,E2OcAuzp-dA2o,22,68400,Mortgage,0,A9FCFMHc-HQkc,Debtconsolidation,D,10000,15.95,1,0.15,6ZTILaFz-4DGN,N,4
s0aiDB0F-disj,eB0cOTtm-bfWm,3ThJjGv8-Jntv,s0aiDB0F-disj,22,44568,Rent,3,eB0cOTtm-bfWm,Personal,B,3200,NULL,0,0.07,3ThJjGv8-Jntv,N,4
Sa2DdFsl-veL0,MrZKBaj1-gQNK,vhWPSyS6-11KW,Sa2DdFsl-veL0,29,60000,Rent,5,MrZKBaj1-gQNK,Medical,A,10000,7.88,0,0.17,vhWPSyS6-11KW,N,8
Y5bKQ6ki-SJCA,kNy66MEu-4Wuj,Ka0xlrcW-CBFX,Y5bKQ6ki-SJCA,24,34600,Mortgage,2,kNy66MEu-4Wuj,Debtconsolidation,A,4000,5.42,0,0.12,Ka0xlrcW-CBFX,N,2
sYNJzOYa-rEOH,31pIPRcF-vR2t,lYehCE3v-am90,sYNJzOYa-rEOH,26,85000,Rent,1,31pIPRcF-vR2t,Education,A,2500,8.59,0,0.03,lYehCE3v-am90,N,2
ZrdMOwQu-fYxK,4Wjy0sHP-RnrS,1KsQOjti-cQQr,ZrdMOwQu-fYxK,39,24000,Rent,0,4Wjy0sHP-RnrS,Medical,B,2000,10.99,0,0.08,1KsQOjti-cQQr,N,11
rzefcnuk-BZ0e,dNjsUkRp-I8Cf,pQymtcCI-66f4,rzefcnuk-BZ0e,31,39996,Rent,4,dNjsUkRp-I8Cf,Medical,B,2400,NULL,0,0.06,pQymtcCI-66f4,N,9
t6nbmWad-NHWz,1u6AAnQd-51Xj,PAjY8tP0-NbaC,t6nbmWad-NHWz,22,NULL,Own,6,1u6AAnQd-51Xj,Education,A,4000,13.61,0,0.11,PAjY8tP0-NbaC,,5
8DzU9vP2-CaKx,jpdafeoH-z2iZ,SyFnfb88-MPjB,8DzU9vP2-CaKx,28,150000,Mortgage,4,jpdafeoH-z2iZ,Education,B,20000,NULL,0,0.13,SyFnfb88-MPjB,N,8
ABQag51R-yjQ9,oRXf2Tbz-s6aW,DSIZ0qyB-QoTp,ABQag51R-yjQ9,47,305000,Mortgage,6,oRXf2Tbz-s6aW,Homeimprovement,C,10000,13.43,0,0.03,DSIZ0qyB-QoTp,Y,12
iK0sFzCA-mmAq,rIqOTE3F-HWel,gCAmG7QS-SARj,iK0sFzCA-mmAq,26,52000,Own,10,rIqOTE3F-HWel,Personal,A,10000,8.9,0,0.19,gCAmG7QS-SARj,N,3
0MqE7X1a-swNv,2cuUAWWM-fmOU,za1rKP7r-kDvO,0MqE7X1a-swNv,37,205000,Mortgage,3,2cuUAWWM-fmOU,Education,B,NULL,NULL,0,NULL,za1rKP7r-kDvO,N,4
v7R7qeq8-ca3G,hucxj7HI-KhGu,mdIgq8IL-1Ngl,v7R7qeq8-ca3G,29,69000,Own,11,hucxj7HI-KhGu,Medical,B,6000,11.12,0,0.09,mdIgq8IL-1Ngl,N,8
aDC2Zroi-OaN7,5CFPNQFp-0yM8,NccXJ4ma-cbAz,aDC2Zroi-OaN7,24,22000,Own,1,5CFPNQFp-0yM8,Debtconsolidation,D,3000,16,0,0.14,NccXJ4ma-cbAz,Y,2
s9bh1pM5-W1Qc,hOouoYhT-XXTL,Y4uX1kvw-sIMx,s9bh1pM5-W1Qc,30,50000,Mortgage,0,hOouoYhT-XXTL,Venture,C,10000,NULL,0,0.2,Y4uX1kvw-sIMx,N,9
rHenuKNb-oZFy,rsITvSLf-hkjD,zivTXPym-I8EA,rHenuKNb-oZFy,22,46000,Rent,3,rsITvSLf-hkjD,Debtconsolidation,A,8000,6.17,0,0.17,zivTXPym-I8EA,N,2
v4Qsy5qu-l5Xg,banPybiW-exvY,WUpWAMTw-GP4H,v4Qsy5qu-l5Xg,23,60000,Mortgage,5,banPybiW-exvY,Debtconsolidation,A,7200,NULL,0,0.12,WUpWAMTw-GP4H,N,4
xwW7dhjg-PXWu,6ez7UN5D-lGwM,Jh0t9mPB-gpLv,xwW7dhjg-PXWu,29,25200,Rent,3,6ez7UN5D-lGwM,Medical,B,1000,10.25,0,0.04,Jh0t9mPB-gpLv,N,5
QnuuseQT-reyk,mxIvucr1-49p9,oscLO6e9-1vef,QnuuseQT-reyk,26,44000,Mortgage,10,mxIvucr1-49p9,Personal,D,20000,17.27,1,0.45,oscLO6e9-1vef,Y,2
EIiI2AcE-r0hk,H60JRkh7-tWjz,Kjj7qRGG-gaZI,EIiI2AcE-r0hk,37,39600,Mortgage,17,H60JRkh7-tWjz,Homeimprovement,A,6000,NULL,0,0.15,Kjj7qRGG-gaZI,N,17
nGvWhhCA-ds5m,WjsB3A5U-M9yz,lRMPqCm8-s26y,nGvWhhCA-ds5m,22,50000,Mortgage,0,WjsB3A5U-M9yz,Personal,A,6250,7.88,0,0.13,lRMPqCm8-s26y,N,2
OSEIqq7y-H08N,cINmRq89-ipeS,AMFicg0f-dLtK,OSEIqq7y-H08N,25,32000,Rent,7,cINmRq89-ipeS,Debtconsolidation,A,11000,7.66,1,0.34,AMFicg0f-dLtK,N,3
eRPYmAk8-w1Ji,obguP55j-gwsW,7fTaEKyS-is19,eRPYmAk8-w1Ji,33,60000,Mortgage,3,obguP55j-gwsW,Debtconsolidation,A,5000,5.42,0,0.08,7fTaEKyS-is19,N,7
15fYWCuc-7G4p,0d1QK8Ih-Dhce,tAJCxnw7-AN0d,15fYWCuc-7G4p,25,85000,Mortgage,7,0d1QK8Ih-Dhce,Debtconsolidation,C,12000,14.65,0,0.14,tAJCxnw7-AN0d,N,2
c6Tsa8me-7Yva,Iji0WZ9w-F4qk,sW8XFL6X-7oCc,c6Tsa8me-7Yva,25,38400,Own,9,Iji0WZ9w-F4qk,Education,A,1000,6.62,0,0.03,sW8XFL6X-7oCc,N,2
SQhkYWPz-xpxL,yTrvtLxc-FWk0,yxT48ZZI-NKJp,SQhkYWPz-xpxL,35,38400,Mortgage,0,yTrvtLxc-FWk0,Education,A,5000,NULL,0,0.13,yxT48ZZI-NKJp,N,9
c4UYw2qx-AiPf,HKXJeSXr-aWqw,W54TDqiH-2gGq,c4UYw2qx-AiPf,33,82000,Rent,9,HKXJeSXr-aWqw,Venture,A,5000,7.51,0,0.06,W54TDqiH-2gGq,N,8
rpusB0hn-nCs9,iLQIfHH3-1ZLE,6PfgTIYo-Gr70,rpusB0hn-nCs9,23,92000,Mortgage,7,iLQIfHH3-1ZLE,Venture,E,10000,16.7,0,0.11,6PfgTIYo-Gr70,Y,2
xMgRIE96-j8Tf,LpoWSnTM-tic3,OJrme6G4-9Jwn,xMgRIE96-j8Tf,23,29000,Rent,2,LpoWSnTM-tic3,Education,B,9000,11.71,1,0.31,OJrme6G4-9Jwn,N,2
5e1slCMS-PB6Y,b39asEiz-ZsZc,knTxSWOS-aKzl,5e1slCMS-PB6Y,31,10000,Rent,2,b39asEiz-ZsZc,Education,A,3250,7.88,1,0.33,knTxSWOS-aKzl,N,10
P7oIBqrs-bHqE,j9RPIjHe-5EB5,sBCcPXWz-Edlc,P7oIBqrs-bHqE,28,37200,Rent,NULL,j9RPIjHe-5EB5,Homeimprovement,D,9000,14.59,1,0.24,sBCcPXWz-Edlc,Y,8
PJrUHBb3-359n,69cagCrK-sXLY,MDf5gR8y-n0FQ,PJrUHBb3-359n,22,36000,Own,4,69cagCrK-sXLY,Personal,A,3250,7.75,0,0.09,MDf5gR8y-n0FQ,N,2
Xn9dd3ge-B7nJ,6TKz5wyD-AmAw,QsD6mB9H-gZ4L,Xn9dd3ge-B7nJ,24,30000,Rent,0,6TKz5wyD-AmAw,Venture,B,6500,10.99,0,0.22,QsD6mB9H-gZ4L,N,3
MBECUrD9-TZzU,CWFBmXUg-FOhc,pdpR5jNr-OafN,MBECUrD9-TZzU,28,60000,Mortgage,12,CWFBmXUg-FOhc,Medical,B,5000,NULL,0,0.08,pdpR5jNr-OafN,N,8
xY0zOkP1-Fnyt,IHlg6imw-FnNg,Y7jgGgLw-acyA,xY0zOkP1-Fnyt,25,86004,Rent,1,IHlg6imw-FnNg,Personal,C,15000,12.53,0,0.17,Y7jgGgLw-acyA,Y,4
7jhfoxa6-ecy1,uIs8mu3v-HAo8,GzGZIXaL-j6x1,7jhfoxa6-ecy1,29,87000,Mortgage,4,uIs8mu3v-HAo8,Homeimprovement,B,15000,10.99,0,0.17,GzGZIXaL-j6x1,N,5
dOWbKJIK-jWix,QrJPU1v0-EmlF,hxg6DOrY-vl48,dOWbKJIK-jWix,22,20000,Rent,3,QrJPU1v0-EmlF,Education,D,6250,NULL,1,0.31,hxg6DOrY-vl48,Y,3
lmSdTk5R-twpS,MXO3gtz2-xtXk,Rnbnd4Wj-p4xx,lmSdTk5R-twpS,24,85000,Mortgage,4,MXO3gtz2-xtXk,Medical,C,10000,NULL,0,0.12,Rnbnd4Wj-p4xx,N,4
DlOwKWZ1-Yrp7,b2vBKv2M-2IYp,vEERJZi9-KXPU,DlOwKWZ1-Yrp7,26,50000,Mortgage,5,b2vBKv2M-2IYp,Homeimprovement,B,12375,10.99,0,0.25,vEERJZi9-KXPU,N,3
62txys4D-i61f,Mc21oOJ5-IFxp,Et3FZbet-6cQ6,62txys4D-i61f,28,87600,Own,12,Mc21oOJ5-IFxp,Venture,C,12000,12.99,0,0.14,Et3FZbet-6cQ6,N,6
uz07gZ3S-Pky8,MKC8MkqC-ryhQ,NyF5p9fh-q37k,uz07gZ3S-Pky8,36,21324,Rent,0,MKC8MkqC-ryhQ,Debtconsolidation,D,7550,14.61,1,0.35,NyF5p9fh-q37k,N,13
xANgqgM2-tTKo,qSsCbGzO-hDMd,IWTsdpzX-pgDr,xANgqgM2-tTKo,22,38000,Mortgage,5,qSsCbGzO-hDMd,Education,B,4200,9.25,0,0.11,IWTsdpzX-pgDr,N,2
xRDtH4Df-ACkN,Yr7yyhDa-HSAj,KtnkPJeZ-t447,xRDtH4Df-ACkN,24,88000,Mortgage,0,Yr7yyhDa-HSAj,Education,B,15000,10.2,1,0.17,KtnkPJeZ-t447,N,4
Uyoq6w9Y-rSZH,sqtJjQPc-Ndsq,fvwrzerw-lblq,Uyoq6w9Y-rSZH,28,41000,Rent,10,sqtJjQPc-Ndsq,Debtconsolidation,C,1500,14.79,0,0.04,fvwrzerw-lblq,Y,6
3UuMz8iQ-yaxP,G8W8sBba-NQFN,cZ8Qoq97-Zawx,3UuMz8iQ-yaxP,32,140304,Mortgage,8,G8W8sBba-NQFN,Medical,A,20000,6.91,0,0.14,cZ8Qoq97-Zawx,N,10
U37ArNLx-2AUY,iSN44Zmp-dvvA,QCgekcrf-x9yh,U37ArNLx-2AUY,23,56004,Mortgage,0,iSN44Zmp-dvvA,Education,C,10000,13.61,0,0.18,QCgekcrf-x9yh,N,4
McbW85Ln-0cEq,APBQDabZ-r0TA,CJXjbpa1-QBDX,McbW85Ln-0cEq,35,80000,Rent,7,APBQDabZ-r0TA,Venture,C,2000,12.99,0,0.03,CJXjbpa1-QBDX,Y,9
quOvXFuN-kZmE,ttkGWlPl-JBiv,ZFPo1MPq-TW3G,quOvXFuN-kZmE,26,70500,Mortgage,11,ttkGWlPl-JBiv,Personal,A,14500,7.49,1,0.21,ZFPo1MPq-TW3G,N,3
ZSxUB636-UjBN,NjyMyp8h-l39p,HZatNUSg-djBm,ZSxUB636-UjBN,26,41000,Rent,10,NjyMyp8h-l39p,Debtconsolidation,C,5600,15.96,0,0.14,HZatNUSg-djBm,N,4
aH3Q2sY2-guq2,bW8TAJgs-Ar1o,BGi512MG-r4MZ,aH3Q2sY2-guq2,23,54000,Mortgage,7,bW8TAJgs-Ar1o,Debtconsolidation,D,5000,14.96,1,0.09,BGi512MG-r4MZ,Y,2
